id,sleep_hours,work_hours,screen_time,physical_activity,social_interaction,stress_level,diet_quality,smoking,risk_level
2312,10.6,10.3,7.0,2,2,5.0,Healthy,No,Medium
2313,7.5,6.5,3.7,2,2,4.0,Unhealthy,no,Medium
2314,8.0,5.1,4.6,1,5,6.0,Healthy,No,Medium
2315,8.3,7.8,5.2,4,5,5.0,Healthy,Yes,Medium
2316,7.8,11.3,5.9,2,0,10.0,Healthy,Yes,High
2317,8.7,14.5,8.0,1,2,1.0,Healthy,Yes,Low
2318,5.8,10.3,7.4,3,3,2.0,Unhealthy,Yes,Low
2319,5.9,12.5,6.1,3,1,9.0,Unhealthy,No,High
2320,4.8,8.3,5.5,1,1,10.0,Healthy,Yes,High
2321,7.9,10.9,2.5,0,0,4.0,Unhealthy,Yes,Medium
2322,8.6,11.5,8.6,4,5,6.0,Healthy,No,Medium
2323,7.9,3.1,5.1,4,5,5.0,Healthy,Yes,Medium
2324,10.3,7.8,9.1,1,0,2.0,Unhealthy,No,Low
2325,7.0,11.8,6.4,2,1,1.0,Healthy,No,Low
2326,8.3,9.8,10.1,5,0,1.0,Unhealthy,No,Low
2327,4.8,5.4,,4,2,1.0,Unhealthy,No,Low
2328,6.2,1.7,3.1,4,2,6.0,Healthy,Yes,Medium
2329,8.4,7.9,4.8,3,3,10.0,Unhealthy,No,High
2330,8.7,8.8,5.7,3,5,7.0,Unhealthy,Yes,High
2331,6.4,6.3,20.0,3,0,7.0,Unhealthy,Yes,High
2332,6.9,9.4,5.2,5,1,9.0,Unhealthy,No,High
2333,4.0,10.5,3.3,4,5,3.0,Healthy,Yes,Low
2334,6.3,11.0,6.0,4,5,9.0,Unhealthy,Yes,High
2335,8.8,1.9,6.5,5,4,1.0,Healthy,No,Low
2336,8.2,5.1,4.0,4,1,2.0,Unhealthy,No,Low
2337,8.0,8.1,9.9,2,5,7.0,Healthy,Yes,High
2338,7.1,10.7,6.1,2,4,2.0,Healthy,No,Low
2339,7.0,10.5,4.4,2,4,10.0,Healthy,Yes,High
2340,5.7,10.4,2.7,0,3,4.0,Unhealthy,No,Medium
2341,8.4,7.8,6.1,4,4,2.0,Healthy,No,Low
2342,7.8,8.0,5.5,5,2,2.0,Healthy,Yes,Low
2343,8.0,6.8,7.6,4,2,1.0,Healthy,Yes,Low
2344,5.9,11.3,5.7,5,5,9.0,Unhealthy,Yes,High
2345,2.7,6.2,3.6,1,3,10.0,Unhealthy,No,High
2346,9.2,11.6,9.3,1,1,3.0,Unhealthy,No,Low
2347,6.0,9.6,6.9,0,1,1.0,Healthy,Yes,Low
2348,5.3,8.9,5.5,1,5,10.0,Healthy,No,High
2349,8.4,7.0,6.3,2,5,6.0,Healthy,Yes,Medium
2350,6.2,4.9,6.9,0,1,8.0,Healthy,No,High
2351,9.1,7.1,3.1,0,1,7.0,Unhealthy,Yes,High
2352,8.2,8.0,6.3,0,2,7.0,Unhealthy,Yes,High
2353,8.4,1.9,5.1,3,2,,Healthy,No,Low
2354,4.3,8.4,7.0,1,3,4.0,Unhealthy,No,Medium
2355,9.4,11.8,4.5,4,3,6.0,Unhealthy,No,Medium
2356,7.5,10.7,4.8,3,3,2.0,Unhealthy,Yes,Low
2357,6.3,7.5,9.3,5,1,5.0,Unhealthy,Yes,Medium
2358,7.3,9.1,8.5,2,1,5.0,Unhealthy,No,Medium
2359,3.4,7.3,-0.6,3,2,3.0,Unhealthy,Yes,Low
2360,7.8,9.4,8.3,2,2,2.0,Healthy,Yes,Low
2361,4.9,13.6,5.9,4,0,7.0,Healthy,No,High
2362,4.3,11.9,4.6,4,0,8.0,Unhealthy,No,High
2363,4.0,10.6,4.0,1,5,4.0,Unhealthy,No,Medium
2364,9.2,7.5,4.1,5,1,4.0,Unhealthy,Yes,Medium
2365,5.7,11.2,4.6,3,5,9.0,Healthy,Yes,High
2366,10.1,3.9,3.7,4,2,4.0,Healthy,Yes,Medium
2367,5.9,8.2,3.3,2,1,10.0,Unhealthy,Yes,High
2368,3.6,10.8,3.9,4,5,3.0,Healthy,Yes,Low
2369,4.8,11.2,6.6,1,5,1.0,Unhealthy,No,Low
2370,9.5,11.0,6.1,2,4,3.0,Healthy,Yes,Low
2371,6.7,9.9,7.1,0,0,5.0,Healthy,Yes,Medium
2372,5.9,8.4,5.9,5,3,2.0,Healthy,No,Low
2373,7.3,10.6,3.4,1,1,5.0,Healthy,Yes,Medium
2374,8.0,6.1,7.0,1,4,9.0,Unhealthy,Yes,High
2375,9.2,6.5,4.0,0,3,10.0,Unhealthy,No,High
2376,9.9,9.2,7.3,5,5,6.0,Unhealthy,No,Medium
2377,6.3,9.5,,4,4,3.0,Healthy,Yes,Low
2378,4.3,3.5,4.6,1,2,5.0,Healthy,No,Medium
2379,6.2,10.4,5.3,0,2,1.0,Healthy,Yes,Low
2380,7.5,11.3,7.3,5,2,8.0,Healthy,No,High
2381,5.1,8.8,6.4,0,5,9.0,Healthy,Yes,High
2382,5.1,16.1,,5,3,5.0,Unhealthy,No,Medium
2383,7.7,7.0,9.8,1,3,9.0,Unhealthy,No,High
2384,6.9,7.9,2.3,3,2,8.0,Healthy,Yes,High
2385,7.1,7.8,3.9,1,5,8.0,Unhealthy,Yes,High
2386,5.5,8.8,3.8,5,3,2.0,Unhealthy,No,Low
2387,6.5,8.0,,3,2,5.0,Unhealthy,Yes,Medium
2388,5.2,4.8,4.6,4,1,8.0,Healthy,Yes,High
2389,8.8,7.4,7.4,0,2,3.0,Unhealthy,Yes,Low
2390,9.1,8.7,4.8,2,5,1.0,Healthy,No,Low
2391,3.3,12.7,5.3,1,0,4.0,Healthy,Yes,Medium
2392,5.1,15.6,2.6,2,1,4.0,Healthy,No,Medium
2393,4.0,13.0,4.4,4,5,10.0,Unhealthy,Yes,High
2394,5.7,6.7,5.1,1,2,4.0,Unhealthy,Yes,Medium
2395,6.8,6.9,7.3,2,0,4.0,Healthy,Yes,Medium
2396,4.1,8.5,2.7,4,2,9.0,Unhealthy,No,High
2397,5.2,14.4,5.1,3,1,1.0,Healthy,No,Low
2398,5.0,8.5,8.2,4,2,9.0,Unhealthy,Yes,High
2399,7.4,5.0,5.1,1,3,7.0,Unhealthy,No,High
2400,7.1,7.5,1.8,5,2,5.0,Unhealthy,Yes,Medium
2401,5.6,11.3,8.6,5,1,2.0,Healthy,No,Low
2402,7.4,11.1,7.5,5,4,10.0,Unhealthy,Yes,High
2403,5.9,8.4,7.7,1,2,10.0,Unhealthy,No,High
2404,6.5,11.1,2.5,1,3,10.0,Healthy,Yes,High
2405,10.3,2.2,9.0,4,1,4.0,Unhealthy,No,Medium
2406,9.7,9.3,4.5,1,0,4.0,Healthy,Yes,Medium
2407,,11.6,5.0,4,4,4.0,Healthy,Yes,Medium
2408,8.7,6.5,4.6,5,5,2.0,Healthy,Yes,Low
2409,8.6,6.5,7.9,0,2,8.0,Unhealthy,No,High
2410,4.7,3.4,5.6,0,1,4.0,Unhealthy,Yes,Medium
2411,8.6,13.8,7.0,0,3,9.0,Unhealthy,no,High
2412,10.1,6.8,6.2,2,3,2.0,Unhealthy,Yes,Low
2413,4.8,9.7,5.8,0,1,7.0,Healthy,No,High
2414,5.2,10.8,4.1,0,3,5.0,healthy,Yes,Medium
2415,9.0,13.5,9.6,4,5,5.0,Unhealthy,No,Medium
2416,7.5,8.5,3.1,4,4,7.0,Healthy,Yes,High
2417,8.1,7.4,6.8,5,0,4.0,Healthy,Yes,Medium
2418,7.7,9.5,6.8,1,3,3.0,Healthy,Yes,Low
2419,7.8,12.9,8.3,1,3,9.0,Healthy,No,High
2420,4.3,8.5,8.8,1,0,3.0,Healthy,Yes,Low
2421,9.1,6.1,5.7,5,4,5.0,Unhealthy,No,Medium
2422,9.3,4.4,7.1,4,4,2.0,Unhealthy,No,Low
2423,6.5,5.3,9.5,4,4,7.0,Unhealthy,No,High
2424,,11.6,5.9,0,5,7.0,Healthy,Yes,High
2425,3.9,8.0,3.9,3,3,5.0,Unhealthy,No,Medium
2426,8.0,7.2,5.2,4,3,8.0,Unhealthy,No,High
2427,8.1,6.9,3.4,5,4,9.0,Unhealthy,No,High
2428,6.9,9.3,6.7,3,3,4.0,Unhealthy,No,Medium
2429,9.2,8.3,,4,2,2.0,Unhealthy,Yes,Low
2430,6.3,8.2,5.8,5,3,2.0,Healthy,Yes,Low
2431,8.1,13.0,2.8,4,5,4.0,Healthy,No,Medium
2432,5.0,13.6,8.0,2,4,6.0,Healthy,No,Medium
2433,7.0,4.2,2.4,3,1,,Unhealthy,No,Medium
2434,6.7,10.0,2.9,2,4,2.0,healthy,No,Low
2435,7.5,6.7,5.6,0,1,1.0,Unhealthy,No,Low
2436,6.3,8.3,6.5,2,3,2.0,Unhealthy,No,Low
2437,6.7,9.9,6.8,2,3,8.0,Unhealthy,No,High
2438,8.7,8.4,5.9,5,5,5.0,Unhealthy,no,Medium
2439,6.1,9.7,9.5,0,1,3.0,Healthy,Yes,Low
2440,3.8,11.0,6.1,3,4,9.0,Healthy,No,High
2441,10.5,9.9,8.1,1,0,7.0,Unhealthy,No,High
2442,9.8,7.1,7.6,4,0,8.0,Healthy,No,High
2443,4.4,7.1,3.4,5,4,6.0,Healthy,Yes,Medium
2444,8.4,4.7,5.7,3,3,7.0,Unhealthy,Yes,High
2445,6.0,6.4,10.2,0,1,3.0,Healthy,No,Low
2446,7.5,14.9,5.0,2,1,1.0,Healthy,No,Low
2447,7.6,6.6,4.7,1,4,1.0,Unhealthy,Yes,Low
2448,6.5,5.4,6.3,2,4,1.0,Unhealthy,No,Low
2449,5.4,10.0,5.1,4,2,7.0,Healthy,No,High
2450,5.6,8.7,4.4,0,5,2.0,Unhealthy,Yes,Low
2451,5.2,8.4,5.0,1,1,6.0,Unhealthy,Yes,Medium
2452,5.3,13.2,8.9,3,5,1.0,Unhealthy,Yes,Low
2453,6.9,10.6,5.7,3,2,10.0,Unhealthy,No,High
2454,5.6,7.4,3.3,0,3,8.0,Healthy,No,High
2455,8.4,7.7,3.0,0,1,5.0,Healthy,Yes,Medium
2456,10.0,7.5,10.4,5,5,9.0,Healthy,No,High
2457,5.8,11.6,5.6,2,4,3.0,Healthy,No,Low
2458,7.5,8.1,6.9,1,4,2.0,Unhealthy,No,Low
2459,8.0,3.6,4.5,4,3,8.0,Unhealthy,Yes,High
2460,7.9,8.9,6.6,0,5,5.0,Healthy,Yes,Medium
2461,7.2,4.4,8.9,1,5,1.0,Healthy,Yes,Low
2462,8.5,15.6,4.7,5,0,6.0,Unhealthy,Yes,Medium
2463,8.0,6.1,6.9,0,2,3.0,Unhealthy,No,Low
2464,4.5,8.5,3.2,0,4,8.0,Healthy,Yes,High
2465,8.7,9.8,10.0,3,5,6.0,Unhealthy,Yes,Medium
2466,8.8,8.1,6.5,1,1,2.0,Unhealthy,No,Low
2467,5.5,8.1,5.2,3,5,6.0,Unhealthy,No,Medium
2468,7.1,10.3,5.4,5,1,3.0,Unhealthy,Yes,Low
2469,8.4,13.6,5.0,3,1,7.0,Healthy,Yes,High
2470,6.6,11.3,5.1,5,3,1.0,Healthy,Yes,Low
2471,9.1,13.4,1.1,1,0,1.0,Healthy,No,Low
2472,11.7,5.9,5.8,5,2,10.0,Healthy,Yes,High
2473,5.4,10.0,5.7,5,1,4.0,Unhealthy,Yes,Medium
2474,4.2,9.5,7.0,3,1,7.0,Unhealthy,Yes,High
2475,7.6,10.1,5.0,2,4,4.0,Unhealthy,No,Medium
2476,8.4,13.1,4.5,4,0,9.0,Healthy,Yes,High
2477,6.5,8.3,6.0,4,4,8.0,Healthy,No,High
2478,9.9,7.8,2.8,2,3,5.0,Unhealthy,No,Medium
2479,4.3,10.6,6.3,0,3,1.0,Unhealthy,No,Low
2480,8.4,3.7,2.3,3,2,3.0,Healthy,No,Low
2481,5.8,8.3,8.2,4,3,8.0,Healthy,Yes,High
2482,10.4,8.6,7.4,1,2,7.0,Healthy,No,High
2483,11.0,6.2,4.1,5,4,8.0,Unhealthy,Yes,High
2484,5.5,12.2,7.3,5,1,1.0,Healthy,No,Low
2485,5.9,5.8,6.2,0,1,2.0,Unhealthy,No,Low
2486,8.7,8.6,4.0,4,0,10.0,Healthy,No,High
2487,6.2,9.9,2.0,3,3,7.0,Healthy,No,High
2488,6.9,13.1,6.6,4,0,5.0,Healthy,Yes,Medium
2489,7.1,9.0,4.4,3,0,5.0,Healthy,Yes,Medium
2490,,11.8,8.2,0,1,10.0,Healthy,No,High
2491,7.0,11.1,6.0,5,3,9.0,Unhealthy,No,High
2492,5.6,9.4,4.6,2,1,1.0,Unhealthy,Yes,Low
2493,6.0,5.7,9.6,5,5,5.0,Healthy,No,Medium
2494,9.9,4.7,7.2,3,0,7.0,Healthy,Yes,High
2495,4.5,9.3,-1.3,3,3,5.0,Unhealthy,Yes,Medium
2496,8.6,7.4,5.0,0,5,10.0,Unhealthy,No,High
2497,6.4,11.8,3.2,0,5,7.0,Unhealthy,No,High
2498,6.4,11.2,4.4,1,5,1.0,Unhealthy,Yes,Low
2499,8.6,8.4,5.7,5,1,5.0,Healthy,No,Medium
2500,7.7,5.5,6.7,5,2,6.0,Unhealthy,Yes,Medium
2501,8.1,10.5,6.5,0,5,6.0,Unhealthy,No,Medium
2502,8.9,5.9,8.2,4,2,4.0,Healthy,No,Medium
2503,6.3,6.7,7.3,3,4,,Unhealthy,Yes,Medium
2504,5.8,6.1,7.1,2,4,8.0,Healthy,Yes,High
2505,4.8,8.6,6.4,0,3,6.0,Unhealthy,Yes,Medium
2506,5.3,12.5,8.6,3,4,1.0,Unhealthy,no,Low
2507,12.9,9.0,5.4,2,3,5.0,Unhealthy,Yes,Medium
2508,9.5,7.7,5.4,1,0,7.0,Unhealthy,No,High
2509,,4.4,2.2,4,2,8.0,Healthy,Yes,High
2510,4.4,10.7,8.1,1,3,4.0,Unhealthy,No,Medium
2511,8.0,6.7,5.8,0,0,2.0,Unhealthy,Yes,Low
2512,8.1,9.4,11.9,4,2,4.0,Healthy,Yes,Medium
2513,8.1,7.9,5.2,1,1,6.0,Healthy,Yes,Medium
2514,6.5,24.0,6.2,3,0,6.0,Unhealthy,No,Medium
2515,6.7,8.5,7.1,0,1,6.0,Unhealthy,Yes,Medium
2516,,8.8,3.8,5,4,1.0,Healthy,No,Low
2517,7.2,10.5,6.7,1,3,7.0,Unhealthy,No,High
2518,2.6,15.3,6.1,4,2,7.0,Unhealthy,Yes,High
2519,6.5,11.7,5.4,4,4,5.0,Healthy,Yes,Medium
2520,5.3,8.7,8.3,5,0,4.0,Healthy,Yes,Medium
2521,7.4,9.0,4.2,2,4,3.0,Unhealthy,No,Low
2522,13.0,7.4,6.5,4,1,8.0,Unhealthy,No,High
2523,7.7,6.2,20.0,4,1,8.0,Healthy,Yes,High
2524,6.4,7.3,4.6,0,5,3.0,Unhealthy,No,Low
2525,8.8,6.7,5.4,4,3,5.0,Healthy,Yes,Medium
2526,8.0,11.0,10.7,2,4,8.0,Healthy,No,High
2527,7.8,5.8,6.9,4,5,10.0,Healthy,Yes,High
2528,8.2,13.0,5.0,2,2,10.0,Unhealthy,No,High
2529,11.1,11.3,7.6,3,1,6.0,Healthy,No,Medium
2530,4.7,9.1,4.9,2,0,2.0,Healthy,Yes,Low
2531,7.9,9.0,2.9,0,4,1.0,Unhealthy,No,Low
2532,5.1,7.3,8.7,1,2,7.0,Healthy,No,High
2533,8.1,9.8,3.8,5,2,2.0,Healthy,Yes,Low
2534,5.2,12.3,10.9,1,2,10.0,Healthy,No,High
2535,6.2,6.9,5.0,3,2,10.0,Healthy,No,High
2536,6.4,4.4,10.3,0,5,4.0,Healthy,No,Medium
2537,9.0,11.1,3.3,3,1,6.0,Unhealthy,Yes,Medium
2538,8.8,10.0,8.1,3,3,7.0,Healthy,No,High
2539,4.5,5.6,7.0,4,4,7.0,Healthy,Yes,High
2540,7.1,6.8,7.7,4,1,7.0,Unhealthy,No,High
2541,5.6,6.4,7.9,0,3,4.0,Unhealthy,Yes,Medium
2542,4.5,6.8,5.0,1,2,10.0,Healthy,Yes,High
2543,6.6,8.0,3.4,2,0,10.0,Healthy,No,High
2544,6.4,8.2,5.9,4,2,6.0,Healthy,No,Medium
2545,11.9,7.0,6.4,0,3,3.0,Unhealthy,No,Low
2546,7.9,6.7,5.1,0,3,,Unhealthy,No,High
2547,4.2,8.3,6.6,1,0,1.0,Healthy,Yes,Low
2548,5.9,9.5,6.7,0,5,8.0,Unhealthy,Yes,High
2549,9.0,8.1,4.2,5,1,5.0,Unhealthy,Yes,Medium
2550,11.2,12.5,6.8,0,5,8.0,Healthy,Yes,High
2551,3.8,10.5,5.5,1,0,4.0,Unhealthy,Yes,Medium
2552,3.2,4.2,4.6,4,2,2.0,Healthy,No,Low
2553,10.7,10.6,7.6,1,4,4.0,Unhealthy,No,Medium
2554,7.8,10.8,4.4,3,1,8.0,Healthy,No,High
2555,5.3,7.7,5.1,4,4,10.0,Unhealthy,No,High
2556,8.1,4.5,6.1,3,4,1.0,Unhealthy,Yes,Low
2557,1.7,9.0,8.7,0,1,5.0,Unhealthy,No,Medium
2558,,9.0,6.4,3,2,6.0,Unhealthy,No,Medium
2559,7.7,5.6,7.1,1,5,4.0,Healthy,No,Medium
2560,8.8,4.6,5.4,1,3,4.0,Healthy,Yes,Medium
2561,5.0,8.7,5.8,2,2,4.0,Healthy,Yes,Medium
2562,7.2,8.3,5.9,5,5,3.0,Unhealthy,No,Low
2563,5.1,7.7,6.6,0,3,10.0,Healthy,Yes,High
2564,7.5,8.7,5.4,1,3,5.0,Unhealthy,No,Medium
2565,5.2,5.7,8.7,4,1,6.0,Healthy,Yes,Medium
2566,6.2,7.7,5.3,1,1,3.0,Healthy,No,Low
2567,5.0,10.6,2.6,4,0,3.0,Unhealthy,Yes,Low
2568,8.3,8.0,11.5,0,5,9.0,Healthy,Yes,High
2569,8.7,4.0,5.3,5,4,2.0,Healthy,No,Low
2570,6.5,7.6,8.6,2,4,6.0,Unhealthy,Yes,Medium
2571,7.1,5.8,8.8,2,4,8.0,Healthy,Yes,High
2572,4.1,9.8,7.9,3,4,8.0,Healthy,No,High
2573,6.4,10.0,5.6,1,0,1.0,Unhealthy,No,Low
2574,6.9,4.0,6.6,0,3,1.0,Healthy,Yes,Low
2575,12.2,11.3,3.5,3,0,8.0,Unhealthy,No,High
2576,4.8,5.7,10.0,0,5,1.0,Unhealthy,Yes,Low
2577,9.9,13.7,4.3,0,1,3.0,Healthy,Yes,Low
2578,,8.9,5.5,3,2,9.0,Healthy,No,High
2579,7.6,5.3,6.2,0,3,3.0,Unhealthy,No,Low
2580,10.5,5.6,5.8,3,3,2.0,Healthy,Yes,Low
2581,7.7,10.0,4.7,5,0,1.0,Healthy,No,Low
2582,7.8,7.8,8.8,1,1,1.0,Unhealthy,No,Low
2583,6.9,8.7,7.9,3,1,10.0,Healthy,No,High
2584,9.4,13.8,6.6,1,5,3.0,Unhealthy,No,Low
2585,9.2,6.9,5.2,2,3,6.0,Unhealthy,No,Medium
2586,5.7,9.2,8.1,3,0,7.0,Unhealthy,No,High
2587,4.4,13.3,5.1,5,4,6.0,Unhealthy,Yes,Medium
2588,6.6,9.8,9.1,2,3,6.0,Unhealthy,Yes,Medium
2589,5.4,4.2,6.2,3,4,9.0,Unhealthy,No,High
2590,6.9,10.5,8.5,0,2,4.0,Healthy,No,Medium
2591,9.5,5.5,5.8,2,1,5.0,Healthy,Yes,Medium
2592,6.1,13.2,6.1,4,3,1.0,Unhealthy,Yes,Low
2593,6.9,6.5,8.5,4,2,4.0,Healthy,No,Medium
2594,7.1,17.9,10.4,4,4,10.0,Healthy,No,High
2595,8.7,13.4,9.1,2,3,6.0,Unhealthy,No,Medium
2596,2.5,6.6,7.8,1,2,7.0,Unhealthy,No,High
2597,5.8,9.1,7.2,3,3,2.0,Unhealthy,No,Low
2598,7.4,11.3,5.0,0,2,10.0,Healthy,Yes,High
2599,9.4,11.4,6.6,0,2,6.0,Healthy,Yes,Medium
2600,6.0,10.3,4.2,2,4,3.0,Healthy,Yes,Low
2601,3.2,12.8,6.8,4,1,7.0,Unhealthy,No,High
2602,8.2,8.6,6.9,5,0,9.0,Healthy,No,High
2603,5.7,7.9,2.1,0,2,4.0,Unhealthy,Yes,Medium
2604,4.6,8.0,6.1,5,1,8.0,Unhealthy,Yes,High
2605,5.8,11.6,6.8,5,5,10.0,Healthy,Yes,High
2606,6.6,10.1,5.8,0,0,6.0,Healthy,No,Medium
2607,5.8,9.9,6.7,1,4,3.0,Healthy,Yes,Low
2608,2.6,11.4,3.3,0,3,3.0,Unhealthy,Yes,Low
2609,8.8,2.8,4.4,0,1,3.0,Healthy,Yes,Low
2610,9.5,9.9,8.1,3,3,4.0,Unhealthy,No,Medium
2611,8.3,9.7,6.0,0,3,2.0,Healthy,Yes,Low
2612,,14.0,6.7,3,0,5.0,Healthy,No,Medium
2613,6.6,4.4,4.9,4,5,8.0,Healthy,Yes,High
2614,7.0,13.7,6.0,1,1,7.0,Unhealthy,Yes,High
2615,8.2,9.2,1.4,5,2,9.0,Healthy,Yes,High
2616,8.3,10.5,7.7,0,5,3.0,Healthy,Yes,Low
2617,5.5,14.0,9.6,1,0,4.0,Unhealthy,No,Medium
2618,7.2,10.7,3.9,5,1,8.0,Healthy,Yes,High
2619,7.9,10.2,4.1,1,2,10.0,Unhealthy,No,High
2620,9.9,9.7,6.9,5,3,3.0,Healthy,No,Low
2621,8.4,7.5,8.9,5,4,1.0,Unhealthy,Yes,Low
2622,8.6,8.9,6.0,1,4,2.0,Healthy,No,Low
2623,,6.9,3.5,2,0,10.0,Healthy,No,High
2624,9.8,8.9,5.6,3,5,10.0,Healthy,No,High
2625,7.8,2.0,3.9,5,2,8.0,Healthy,Yes,High
2626,5.3,10.3,4.7,5,2,7.0,Healthy,No,High
2627,9.8,8.6,5.4,5,4,4.0,Unhealthy,No,Medium
2628,8.4,8.0,4.1,5,2,8.0,Unhealthy,No,High
2629,6.1,9.7,4.4,1,1,3.0,Unhealthy,Yes,Low
2630,6.0,4.7,6.1,5,1,1.0,Unhealthy,Yes,Low
2631,7.6,14.8,6.4,4,4,4.0,Healthy,Yes,Medium
2632,7.9,8.7,3.2,0,3,6.0,Healthy,No,Medium
2633,7.4,8.6,6.8,5,3,6.0,Healthy,No,Medium
2634,7.6,6.1,5.2,1,3,4.0,Healthy,Yes,Medium
2635,10.4,9.1,7.4,5,4,8.0,Unhealthy,No,High
2636,9.1,13.2,7.6,1,0,9.0,Unhealthy,Yes,High
2637,7.4,12.1,4.9,5,2,2.0,Unhealthy,Yes,Low
2638,8.9,11.6,7.2,0,1,3.0,Healthy,Yes,Low
2639,4.9,10.6,4.3,5,5,8.0,Healthy,Yes,High
2640,7.8,7.9,20.0,4,1,1.0,Unhealthy,No,Low
2641,10.6,4.6,4.4,5,5,,Unhealthy,Yes,Low
2642,6.6,8.4,6.7,5,0,7.0,Healthy,No,High
2643,5.3,8.3,5.6,1,2,10.0,Healthy,No,High
2644,5.7,12.1,4.0,1,3,7.0,Unhealthy,Yes,High
2645,4.8,9.9,7.8,5,5,7.0,Unhealthy,no,High
2646,5.4,13.8,4.8,4,1,5.0,Healthy,No,Medium
2647,6.3,12.6,2.6,1,3,7.0,Unhealthy,No,High
2648,4.2,7.6,0.2,4,3,9.0,Healthy,No,High
2649,7.0,3.6,4.2,1,4,6.0,Unhealthy,No,Medium
2650,8.8,13.2,8.8,0,4,6.0,Unhealthy,Yes,Medium
2651,5.2,13.1,8.5,4,2,3.0,Healthy,No,Low
2652,10.0,4.9,4.6,0,1,7.0,Unhealthy,Yes,High
2653,8.0,13.5,,0,4,6.0,Unhealthy,No,Medium
2654,9.1,10.1,5.1,1,2,5.0,Healthy,No,Medium
2655,5.7,9.5,,4,0,3.0,Healthy,Yes,Low
2656,8.7,13.8,4.1,2,3,3.0,Unhealthy,No,Low
2657,,13.0,8.0,0,1,,Healthy,Yes,Medium
2658,8.8,11.0,7.0,0,1,6.0,Unhealthy,No,Medium
2659,7.3,10.4,6.5,0,2,5.0,Unhealthy,Yes,Medium
2660,8.1,10.8,3.3,1,4,3.0,Healthy,No,Low
2661,4.6,7.8,6.2,1,3,2.0,Unhealthy,Yes,Low
2662,5.2,8.8,1.4,0,3,4.0,Unhealthy,Yes,Medium
2663,8.2,6.3,20.0,5,1,4.0,Healthy,Yes,Medium
2664,5.1,8.0,6.5,1,1,10.0,Unhealthy,Yes,High
2665,7.9,7.9,3.3,1,3,2.0,Healthy,Yes,Low
2666,4.3,7.1,9.2,1,0,9.0,Unhealthy,Yes,High
2667,8.7,9.4,2.4,3,2,3.0,Healthy,No,Low
2668,4.5,8.0,7.1,4,0,1.0,Unhealthy,No,Low
2669,8.1,10.5,7.1,1,4,5.0,Unhealthy,Yes,Medium
2670,8.3,4.1,3.5,3,0,10.0,Healthy,Yes,High
2671,5.6,8.7,5.9,3,0,,Healthy,No,Low
2672,8.2,9.4,2.7,1,4,6.0,Unhealthy,No,Medium
2673,7.5,8.1,0.3,5,5,,Healthy,No,Low
2674,5.9,8.5,3.9,3,5,10.0,Healthy,Yes,High
2675,5.0,4.2,4.8,2,2,4.0,Healthy,Yes,Medium
2676,3.1,10.1,7.3,3,3,1.0,Healthy,Yes,Low
2677,7.7,10.9,6.1,4,0,1.0,Unhealthy,No,Low
2678,3.9,10.5,6.2,3,2,10.0,Healthy,Yes,High
2679,7.2,12.1,4.0,1,4,8.0,Unhealthy,Yes,High
2680,6.5,9.6,4.9,5,5,10.0,Healthy,Yes,High
2681,8.4,10.4,4.1,0,2,4.0,Healthy,No,Medium
2682,6.4,9.5,3.6,2,5,10.0,Healthy,No,High
2683,6.3,11.1,4.8,3,0,3.0,Unhealthy,No,Low
2684,8.5,4.3,6.1,5,3,6.0,Healthy,Yes,Medium
2685,7.7,6.3,4.9,2,4,10.0,Unhealthy,No,High
2686,7.6,13.8,5.4,4,4,9.0,Healthy,No,High
2687,7.9,1.6,7.4,3,0,6.0,Healthy,Yes,Medium
2688,3.9,8.6,5.0,3,5,1.0,Healthy,No,Low
2689,8.5,12.5,3.3,2,2,8.0,Healthy,Yes,High
2690,8.2,8.7,7.1,3,3,1.0,Healthy,Yes,Low
2691,5.0,7.8,6.5,3,4,3.0,Unhealthy,Yes,Low
2692,6.5,9.4,6.7,0,0,9.0,Healthy,Yes,High
2693,6.9,7.9,7.3,2,0,4.0,Unhealthy,No,Medium
2694,6.7,9.1,6.9,1,1,8.0,Healthy,Yes,High
2695,7.7,6.9,6.1,1,5,9.0,Healthy,No,High
2696,9.9,12.3,10.8,4,1,8.0,Healthy,No,High
2697,9.2,13.3,3.4,0,2,6.0,Healthy,no,Medium
2698,4.4,8.6,4.8,2,0,9.0,Healthy,Yes,High
2699,8.2,4.8,7.9,2,5,6.0,Healthy,Yes,Medium
2700,9.7,7.4,6.3,0,2,5.0,Unhealthy,Yes,Medium
2701,7.8,8.4,7.5,0,2,8.0,Healthy,No,High
2702,9.2,10.5,6.3,4,3,4.0,Healthy,Yes,Medium
2703,11.0,6.0,8.7,1,1,3.0,Unhealthy,Yes,Low
2704,9.0,6.7,4.0,5,2,4.0,Healthy,Yes,Medium
2705,7.5,10.5,8.7,2,3,9.0,Healthy,No,High
2706,9.1,11.8,8.3,5,3,4.0,Healthy,Yes,Medium
2707,7.3,7.1,3.6,0,5,7.0,Unhealthy,No,High
2708,7.0,5.0,7.3,2,1,1.0,Healthy,Yes,Low
2709,6.3,18.9,5.9,1,1,6.0,Healthy,Yes,Medium
2710,10.1,11.3,4.8,2,0,8.0,Unhealthy,No,High
2711,5.4,8.2,2.2,5,2,7.0,Unhealthy,No,High
2712,10.1,11.6,4.0,2,3,5.0,Healthy,Yes,Medium
